Name ,Cusine,Date,Quote,Review Detail,Rating
"NOIR FENNEL, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed February 9, 2020 ",Service was excellent,It's environment is way better than an average nepalese resturant. And it was a good french resturant.,5
"NOIR FENNEL, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed February 8, 2020 ",Delicious!,"Sometimes when you've spent the day out in the chaotic, though interesting craziness that is Kathmandu, you like to pretend just for bit that you're somewhere else. We are staying just around the corner from this restaurant and didn't feel like our usual traffic-dodging walk...into Thamel for supper, so decided to try Noir Fennel. We are so glad that we did! 
It's a lovely, soothing modern decor and there was actually heat coming out of the ceiling near my chair! I could eat dinner without my coat on...a first this week. 
We had watermelon salad that was a delicious blend of flavors and herbs, some spicy, but not too spicy potatoes, butter chicken and naan. It was the best naan I've ever had (and I eat naan whenever, wherever I can!) so light. We didn't have room for dessert, but the entire dinner (large portions, we shared everything) with a large beer and honey lemon drink was 2300 rupees. If you're in the neighborhood, it's a must, and if you're not, it's worth a taxi ride!More",5
"NOIR FENNEL, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed November 12, 2019 ",Exceptional food and service ,"Exceptional food and service.
We were a family of 8, mix of vegetarian and non vegetarian who enjoy a variety of cuisines and both the food and service doesn’t get much better than we found here, a great fusion of Indian and French dishes.
One...of the best restaurants we have dined at as a group, the Melon salad is to die for.More",5
"NOIR FENNEL, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed November 11, 2019 ","Good food, also for vegetarians","This new restaurant calls itself “French - Indian Cuisine”, while in fact it is more that it has a number of French AND Indian dishes on its menu card (rather th. Having said that, the food is good, and different from what you get in...other places. Plenty of vegetarian options as well. Service is smooth, presentation and taste of the food is good. 

Normally I would have given it a rating of 4 stars, but given that it is clearly above what you normally get to eat in restaurants in Kathmandu (both in terms of quality, originality, and taste of the food), I have added a fifth star.More",5
"NOIR FENNEL, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed October 1, 2019 ",Art of living by Dr. Hemnath,"As we ""Buddha 4"" were around 20 pax the ""Noir Fennel"" provided us executive lounge. From preparation to presentation every thing was perfect. Menu was interesting, wonderful meal was perfectly served by staff. We enjoyed and had a great evening. Awesome sevice. Thank you Gajendra...for recommending this centrally  located restaurant.More",4
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed April 12, 2023 ",Yummy food!,"A great spot to try Korean food if in katmandu. A good variety of dishes, all of which were really tasty! My favourite was the bimimbap! The staff were friendly and attentive too :) 
I would recommend.",5
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed December 13, 2021 ",Probably the Yummiest Korean Food in Nepal,"I have been to few Korean Restaurants in Kathmandu and I found this one by far the best one. Very close to Bouddha Stupa with parking facility, and by the main road! Menu has wide variety Tasty food and very polite and hospitable staffs.",5
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed March 12, 2020 ",Food was nice but average value,"The restaurant is fairly big, and the kitchen area is visible which is quite nice. The service was okay and the food was tasty. This place is probably more on the expensive side than it needs to be, but it was okay. I classify this...on the border of mid-range to fine dining, though leaning slightly more towards fine dining, which for me means I wouldn't recommend it, especially considering there are places like Pho99 which are mid-range and I think offer better value. I think if you want a slightly more formal setting for your meal then choose this place.More",3
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed September 3, 2019 ",I loved the Restaurant .,This is an excellent Korean Restaurant just off the main Boudha Gate We discovered their Kimchee at the Boudha Farmers Market which is at the Utpala cafe  one Saturday and loved it . We will go back to this restaurant again and again,5
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed October 8, 2018 ",Wonderful Tastes of Korean food,"This is a great place if you like Kimchee, Bulgogi, and other types of Korean food.   I do, and loved the place.   Nice friendly service, too.",5
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed April 17, 2018 ","Good food, average service ","I came with my family for New Year celebration. The staffs were welcoming. The Korean foods were good. We ordered some cold drinks that wasn’t refrigerated but it took so much time to arrive. The ice tea we ordered also was very plain, lacked syrup,...the ice tea lacked decoration and ice too dissolved quickly. We frequently (3 times) asked the waiters to get us glasses but we didn’t get, so had to drink from bottle. The lemon teas we ordered came with out sugar. We can understand the busyness during such occasion but still there can be improvements in the service.More",3
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed August 27, 2017 ",Best place for Korean Food,"Been here twice with friends and Relatives , both the time service was excellent ! From the decors to the food to the staffs , everything is really good ! 
Highly recommended for those who are looking for clean and good Korean food 
Definitely coming...back for more !!More",4
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed June 5, 2017 ",Authentic Korean food,It has been my favourite place for lunch and dinner since the day they have opened. Best place for bibimbap .,5
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed June 4, 2017 ",food&bevrage,I like this resturant ....teste and expensive cook of kimchee resturant.beautiful place and clean the resturant,5
"KIMCHEE RESTAURANT & BAR, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Korean, Barbecue","Reviewed June 2, 2017 ",Very delicious jjajangmeon,This was first time having this dish. I saw it many times in Korean movies and today finally I got to taste this awesome food. Though the taste of the food was very l to me I liked it very much. Good food good service.,5
"DOWNTOWN RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","American, Indian","Reviewed November 13, 2022 ",night service with limited food menu,luckly get some food with soft drink at downtown resturant and bar ... at mid night after club. resturant open all nigh,5
"DOWNTOWN RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","American, Indian","Reviewed November 10, 2022 ",Breakfast place,Asked for healthy great fast with americano.. breakfast is great. Fresh juice and fruits available all time,5
"DOWNTOWN RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","American, Indian","Reviewed June 30, 2018 ",good price,food is good but so hot inside cannot even take a breathe but the price is really very good  and according to our pocket and dont forget to ask for discount with them at order time,3
"DOWNTOWN RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","American, Indian","Reviewed November 30, 2017 ",Good food & wonderful service,Their bakery items are really good. Great service with multilingual staff. Their Nepali foods are quite tasty.,4
"DOWNTOWN RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","American, Indian","Reviewed November 3, 2017 ",bakery items,"In addition to the sit-down restaurant, they have a little sidewalk kiosk out front for bakery items and take-away. I gotten the buckwheat rolls (gluten-free, for those who care) a few times. I take them home for grilled sandwiches and they are quite good for...that. They would be a bit boring cold, though. I also had a pastry, which was pretty good.More",3
"DOWNTOWN RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","American, Indian","Reviewed August 1, 2017 ",tasty nepali food,waoo ... great services open all day and night clean.  staff are multilingual and professional... food can be available in your own recipe,5
"DOWNTOWN RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","American, Indian","Reviewed August 23, 2016 ",Standard restaurant,"This is a nice enough restaurant in Lakeside. However, there are so many other options available, we didnt go back a second time.",3
"DOWNTOWN RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","American, Indian","Reviewed April 5, 2016 ",Get on a boat!,"Of all Pokhara's attractions, boating is a must from this central location! Here you can get on a boat for some of the best views of the spectacular mountains, the graceful paragliders, and the charm of the town. Paddle to the Barahi temple on the...island in the middle of the lake, and across the lake to hike to the Peace Stupa. Stroll up the lakeside walking path and return back along the main street. This location has all the best of Pokhara. If only the locals kept it cleaner.  :-(More",4
"DOWNTOWN RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","American, Indian","Reviewed April 4, 2016 ",Wonderful food and service,We wer.e so very happy rto find this restaurant after our trek.  The food was delicious and so well presented and the service oitstanding,5
"GHANDRUK NEPALI KITCHEN, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Nepali","Reviewed January 10, 2021 ",Worst  hospitality,"Friendly  environment with good food but made our birthday event worst ever due the  behavior  of waitress. So resturant  managment  should know how there staff behave with their customers, they act like we are eating  for free. Worst experience in thakali resturant.",1
"GHANDRUK NEPALI KITCHEN, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Nepali","Reviewed July 14, 2020 ",The Best Place for Authentic Nepali Cuisine,"You get the feeling of actual Ghandruk when you enter the restaurant. Is has a warm environment and the interior is amazing. Coming to the food the Nepali Thalis are mouth watering, Local Kukhura ko jhol (soup) happens to be my favorite. Ypu dont want...to miss the jucy sekuwa when you go there. The staff are friendly and provide prompt service. Highly Recommended PlaceMore",5
"GHANDRUK NEPALI KITCHEN, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Asian, Nepali","Reviewed February 17, 2020 ",Good food and place,"Firstly this place is located in the most convenient place of the city. In the heart of the city with ample amount of free packing. 

The interior is well decorated with traditional items hung in the wall. The chairs and the newari drinking bottle has...its own unique favor. 

The waiters were very helpful and friendly. Since we visited during the lunch hours we went for a Nepali Thali and it was tasty and worth it. 

Since its half open one can feel the chilly air during the winters but thanks to the heating system. 

I would recommend the customers to go with the thali set as its reasonable and yumMore",4
"E-REVOLVING, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed June 18, 2018 ",Poor and dirty restaurant I ever seen,"I first visited in early 2000 and it was one of the nice place to go hence I wanted re-visit while I was in Kathmandu with friends/Family in later 2017 and the decision that I regretted very much for taking vip friends and heavy pregnant...wife with twin to this place it was dirty, smelly, toilets made me vomit ( this place put stain on my choice in front of my friends!) will never go there and will never recommend anyone to visit there ever again.. 
Street food in Kathmandu is much tastier then from here save yourself £££ and  disappointment eat elsewhere.. 

doesn’t even deserve one star rating...More",1
"E-REVOLVING, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed August 31, 2017 ",Indian and revolving,"I stay in kathmandu for months for business and try different places regularly. What caught my first attention was 'Indian' and second was ' Revolving'. Wow quite an experience to have view of Kathmandu traffic busy roads from here.

Now coming to food, since its...Indian restaurant try indian dishes only and they are too good. Dont try Pizza, burger as they are not goodMore",5
"E-REVOLVING, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed May 22, 2017 ",one of the city,We are visiting about this restaurant in the evening time.there are more clients for dinner.so it's quite location middle of the kathmandu city.,4
"E-REVOLVING, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed August 28, 2016 ","I with 3 friends visited this place for lunch on 21.4.2015. We had cold drinks, momos & ofcourse Nepali milk tea!","It was great when it would revolve! A lot of fun to find yourself facing to different directions. You start your momo-plate facing to the beautiful Nautale terracotta palace and finish it facing towards Fire-brigade almost completing a circle. A lot of fun for children,...it has family-atmosphere. 
But when my foreign friends paid the food-bills in USD, the counter boy didn't really do well. He messed up the figure with VAT thing and also the exchange rate was ridiculously lower.More",3
"E-REVOLVING, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed June 28, 2016 ",Tasty & Tasty,Its one more time to visit here for some delicious foods. great experience with merry go around with all Yummy food and scenic view. ideal for family get together program too.,4
"E-REVOLVING, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed December 10, 2015 ",Yuck!,"Ordered a bottle of Fanta that tasted like rusted iron & pizza where I found a dead cockroach. The worst was that they didn't even apologize and gave excuses ""It might have fallen from the AC"". Worst experience ever. Never going back.",1
"E-REVOLVING, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed August 29, 2015 ","""Good """,I had been this Restaurant with my family  in last Jan 2015. It had nice time to stay  revolving clockwise and  watching down busiest new road an surrounding area. you can have  feel something different experience in this  restaurant.,4
"E-REVOLVING, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed August 28, 2015 ",Average experience,"My cousin took us to this place for his birthday celebration. The interior was old but the view was beautiful.

We ordered some naan(Indian oven bread) with paneer curry(soft cheese curry), fried rice and a pizza. As expected in an indian resturant the indian items...were good but the pizza was horrible.

The revolving resturant didn't revolve till almost to the end of our stay due to power cutoff,

Nevertheless the service was good and staff were super friendly.More",3
"E-REVOLVING, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Lunch, Dinner","Reviewed November 4, 2014 ","Amazing food, cheerful staff and a lovely environment with a revolving experience","I went to the E- revolving restaurant this Friday. I found out many changes in the restaurant as compared to my previous visit. The food was wonderful, the staff were cooperative and cheerful and the environment was just too good with the wonderful view of...Durbar Square, green hills and mountains. It was really a different experience than being in the eateries on the top floor. I recommend everyone to try the food items and feel that pleasant atmosphere. Chicken Tandoori and Chicken Momo were best among all!More",5
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed October 21, 2022 ",Best cafe (food and drink) in Pokhara!!!,"Holy amazing. I have come here every day this week for coffee and food.  Brilliant service. Delicious drinks and food. The owner, Linda, takes care of us personally every time. This is truly the best food and drink establishment in Pokhara. The view is outstanding...- lake side and chill.More",5
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed April 8, 2020 ",Absolutely Genius,"Amazing delicious food.  Love the views and the atmosphere of the place.  Food is so so so tasty and high quality...

Live music last time we visited.  So fun.  Best place for sunset, a glass of wine and a perfect moment of peace, tranquility and...an intimate moment with friends and nature.  Excellent service.More",5
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed March 1, 2020 ",Good to see you again,Delicious fresh quality food in a tasteful decor and atmosphere. Linda is a hoot and the wine is wonderful. Such good memories,5
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed November 18, 2019 ",This restaurant provides high quality food at reasonably price and it is at European Standard.,"Food is exceptional and well selected. Respective wines to the food are at highest class. For Westerners it is a simple ""Must go"" in Pokhara. Extremely nice atmosphere and staff and owner.",5
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed October 25, 2019 ",Great food and lakeside view - prior to going vegetarian on our trek,"Found and booked Deja Vu online prior to leaving Australia as a good option for dinner  before five days of Poon Hill trekking. We were not disappointed, the Bruschetta was great and our other sides and mains were very good.
The location by the lake...allowed us the watch the sunset and passing parade of people. The service was prompt and friendly and i recommend a visit when in Pokhara.More",4
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed October 22, 2019 ",Good food and great company,"Really nice food in a relaxed atmosphere, the owner, a lady called Linda, was great fun and really interesting. Made to feel incredibly welcome and should I visit Pokhara again, I will definitely come back to De Ja Vu!!!!",5
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed July 21, 2019 ",Moroccan chicken delight ,A small French Indian Nepalese restaurant.  Sort of. Doesn't matter. Food here is absolutely amazing and I will frequent this restaurant for sure. Linda and team makes you feel so at home it felt like having dinner with friends. Great views  as it is on...the lake.More,5
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed July 6, 2019 ",Fly in the drink and scolding from waiters,Two waiters angrily reacted towards me after a fly dipped into my drink.They told me it was my fault and asked me to pay in full.Quite sad indeed,2
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed June 6, 2019 ",A taste of France in Nepal!,Here’s a quaint little place right on the lake. Lovely spot for lunch and nicely lit for an evening meal. It’s got a nice French provisional cafe feel. Food is well prepared and some nice French dishes on the menu. The beef bourguignon is certainly...worth a whirl!More,4
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed April 27, 2019 ",Best coffee in Pokhara,"What a generously sized and beautifully cooked burger dripping in blue cheese.
Amazing staff..the most attentive yet.
Came for lunch. Midday feast",5
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed April 21, 2019 ",No gluten free options.,"Despite saying gluten free in description and coming up on gluten free lists, they had nothing gluten free except salads. Waste of time.More",1
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed February 26, 2019 ",Really good latté,"This is a really nice little place with a lovely view of the lake. I only had the latté, which was excellent.",5
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed October 24, 2018 ",Nice Restaurant ,"Enjoyed the food here after 9 days of trekking. We had the onion soups and lamb burgers. The soup was really good with lots of onions and the burgers was of decent size and comes with fried chips. Prices was resonable and the staffs was...attentive. 
The restaurant is situated near to the end of lakeside street and can easily be missed as the entrance is through a small little alley. 
Will definitely come again if I am in Pokhara.More",4
"DEJA VU RESTAURANT, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","International, Asian","Reviewed October 19, 2018 ",Fantastic food great lication,"We had dinner last night Bruschetta was the best I ever tasted then beef bourgeon!!! So tasty and wine by the glass .. 550 such good value 
Loved the location right by the lake 
Highly recommend
ANNE and Conrad",5
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed August 21, 2023 ",Good view with yummy food,Yummy veg momo and chowmein. Good option for vegetarians. Have always been my favorite place to hang out with my friends.,5
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed May 13, 2023 ",The best lakeside place in Pokhara with views you can't imagine,Waterfront restaurant lake view..Great place to sit next to the lake ..This place made my trip at the best of best..Natural feeling,5
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed March 22, 2023 ",Nice view ,View was amazing. Food is also the best... I was more impressed with the view. Can spend my whole day doing nothing in this place.,5
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed October 18, 2022 ",MUST VISIT,The food and ambiance was great. You guys should visit late afternoon and spend quality time over there till late evening. In that way you can experience both with and without sunlight experience. A must visit.,5
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed October 7, 2022 ",Kiss of the lake,"It's really wonderful place you must visit in Pokhara. 

It's just at the banks of lake Fewa with an international class food service. This is one of my FAVOURITE places to be when in Pokhara. Its really damp, jungle, nature, creatures, vibe there.

I always...miss the vibe there. I am really crazy always to be in Krazy Geeko.

I love it!More",5
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed August 11, 2022 ",One of a kind!,"When I go to Pokhara, I never skip this place. Environment is amazing! By the lake, great food and drinks. Can easily spend hours lounging there! Random chickens roaming around, adds charm to this place.",5
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed April 24, 2022 ",Avoid,"Terrible food and both husband and I got food poisoning 4 hours later. We think from
Nachos. I had veg stir fry which was horrid.",1
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed April 12, 2020 ",Nice place to eat away from the busy Pokhara streets,The Crazy Gecko serves very good food ( burgers especially) and is just a short walk along the lake to a secluded spot on the lakefront.  Staff if friendly and efficient.  Great place to sit and relax in unique surroundigs with chickens and roosters pecking...up our scraps.  Definitely worth the visit ut with slightly higher cost.  We think it is worth ths small difference.  Will go back for sure.More,4
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed February 29, 2020 ",Crazy views!,On the outskirts of Lakeside you will find this spot and it is one of a kind. We had an awesome view and beautiful views of the lake. The staff and resident cat is very friendly. We enjoyed the drinks and food to match. Well...priced.More,4
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed February 24, 2020 ",Great food amazing view,"We arrived around 5 pm and got to watch a beautiful sunset at one of the lookout decks. We ordered almost every appetizer on the menu, since they we’re so good; we couldn’t stop ourselves. Definitely worth visiting!!",5
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed December 27, 2019 ",Best place at Pokhara,"We were tired of the so restaurants and pubs at the so called Lakeside. We were searching for something different with good food and less chaos. Apparently my sister had been there so I took her suggestion an I loved the place. Just by the...bank of the lake with tree houses, wooden setup with great view of the lake. I have been there a quite a few times and even all my friends who visited with me love the place. Since I have been here, I stopped going to the Freedom Bar.More",4
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed December 12, 2019 ",Wonderful,"A fabulous place. Lots of twinkling lights. Lakeside view, in fact, it’s actually by the lake. Ate there twice. Great food. Fab cocktails. Was joined by a trio of ducks and a gorgeous cat. Perfect xx",5
"KRAZY GECKO BAR AND REST, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed December 9, 2019 ",Relaxed outdoor dining,A great lakeside bar and eatery. Spent a couple of hours here just taking in the scenery. Recommend the taco bowl.,5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed yesterday ,Very good italian style pizza,"Very good pizza and nice service. The pizza is in italian style and baked so you can see the whole process, fun. Thank you, Jamuna",5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 5 days ago ,Excellent. Recommended. ,Excellent service. Jamuna’s service was extremely attentive and helpful. Good English.   Very good food. Great atmosphere and great evening.,5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 5 days ago ,Delicious,"Delicious food, quiet environment, kind staff especially Jamuna.  I definitely recommend in Pokhara and will be back here.",5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 6 days ago ,Great,Great experience with great service from our attendee miss Jamuna.. we recommend this place in pokhara for you to visit,5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,"Good service, food could get better","Jamuna’s service was really good. Food was not so good. Club sandwich was stacked in such a way that it made it really hard to eat. Grilled chicken was more like poached chicken, very dry and bland. Mexican wrap was good. Ambience was good. Overall...experience was good but food could definitely get better.More",3
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,A nice Lunch with my Dad,"The Food was great, our Waiter Rupesh was very friendly and fast. I would visit this Place again.",5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,Yum! Great for Couples or Groups.,"So good! My favorite restaurant in Pokhara. Try the chicken burritos. Love it! Definitely good for families, couples, and groups.",5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,Wonderful ,Absolutely amazing food and place!! They take great care of their customers as well. Very good price as well.,5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,120,"The food was amazing!! Perfect pizzas from a special oven, delicious pasta, soup and salads.
We had such a good time, definitely recommend!!
And above all, our waiters Jamuna was so nice and kind!",5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 2 weeks ago ,Excellent dining venue,Excellent dining venue. Jamuna was very attentive.  Consistently good food and service.  Good ambience and decor. Well priced,5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 2 weeks ago ,Pizza never dissapoints,"I went for dinner on 29th Sept with my wife and had ""flavour of the month"" pizza as suggested by our humble waitress Jamuna. The pizza was absolutely fantastic and we ended our meal with an apple pie which was equally yumm. Thank you for...the amazing serviceMore",5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 2 weeks ago ,Thankyou Rupesh and the Roadhouse team,Awesome team and amazing food. Rupesh looked after us so well! So good we are back for dinner! The ambiance is also so cool!,5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 2 weeks ago ,Great food and service ,"Flavourful food and our waitress Jamana was super attentive. 
Would highly recommend for lunch or dinner",5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 3 weeks ago ,The food and waiter.,The foods were very delicious and well presented hence the waiter jamuna was very polite and helpful.,5
"ROADHOUSE CAFE POKHARA - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 3 weeks ago ,Good restaurant for continental food,Lovely resturant for continental cusine. Pizza's are very good. Service was excellent and Rupesh did a great job taking care of us!,5
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed July 4, 2023 ",Healthiest food in Kathmandu - rhymes,"EXCELLENT, healthy food in varietuy - vegetables, lentils, salad, tofu -' without oils, etc. Plenty of great dishes. My go to spot in Kathmandu",5
"LITTLE BUDDHA RESTAURANT & BAR, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor",,"Reviewed June 22, 2023 ",Best spot dine In town !,"Little Buddha Restaurant in Kathmandu Thamel is the best place to enjoy a delightful culinary experience with an ambiance that caters to all your senses. From the moment you step inside, you are greeted with an inviting atmosphere that blends a fusion of traditional and...modern decor.
The food at Little Buddha Restaurant is simply exceptional. Their menu offers a wide range of delectable dishes from different cuisines, guaranteeing something to please every palate. Whether you're craving authentic Nepali cuisine or international favorites, Overall, Little Buddha Restaurant in Kathmandu Thamel is the perfect destination for food, wine, coffee, and music enthusiasts. The combination of exquisite cuisine, a wide selection of drinks, live music, and a cozy atmosphere make it a must-visit place for locals and tourists alikeMore",5
